gene_id,fd713184-4bb4-4e1b-a3b8-636273ee6ccc,a6a841ae-f63f-45ab-9a17-2288e12a9577,d94a4acc-1345-4cdb-b1e0-0b9c1afc593c,f1eb1ef7-fe25-4dd8-abed-9d9c298d72fb,32dd8db9-1e43-497e-a35a-664d7d15ed60,f6108b9b-e02f-4608-bec3-bcc0112d05b4,fbd81adc-aa56-4cde-b1f2-e749e2cbf653,525e9185-ed15-403d-8987-93c50e4b89a1
ENSG00000258345.1,0,1,0,0,0,1,0,0
ENSG00000258346.1,3,0,0,2,0,0,9,5
ENSG00000258352.1,40,14,22,57,34,27,3,3
ENSG00000258354.1,2,3,0,1,1,3,4,2
ENSG00000258355.1,3,1,1,0,3,3,6,0
ENSG00000258357.1,1,1,1,2,2,0,2,1
ENSG00000258359.1,17,3,4,6,9,10,5,1
ENSG00000258360.1,0,0,0,1,0,2,0,0
ENSG00000258365.1,20,2,7,25,12,32,9,4
ENSG00000258366.9,78,10,23,47,50,49,54,13
ENSG00000258369.1,6,0,0,0,0,0,0,0
ENSG00000258373.1,4,0,0,0,3,0,0,0
ENSG00000258376.2,77,22,17,26,44,123,40,20
ENSG00000258378.1,2,4,2,3,3,3,4,2
ENSG00000258379.1,1,0,0,2,0,0,0,0
ENSG00000258380.1,76,0,0,0,2,0,1,0
ENSG00000258384.1,4,8,2,13,6,18,11,3
ENSG00000258385.1,2,0,0,0,0,0,0,0
ENSG00000258386.1,3,1,0,7,27,5,4,0
ENSG00000258388.7,11,6,8,11,9,17,12,1
ENSG00000258390.2,0,0,0,1,0,0,0,0
ENSG00000258394.1,3,0,1,0,2,1,0,0
ENSG00000258399.7,0,0,0,0,0,1,0,0
ENSG00000258400.1,5,0,1,0,3,1,4,0
ENSG00000258401.1,2,0,1,0,1,0,1,0
ENSG00000258404.1,4,18,23,5,17,4,16,1
ENSG00000258405.11,270,11,18,23,124,382,8,23
ENSG00000258406.1,2,0,0,0,0,0,0,0
ENSG00000258407.1,3,1,0,0,0,0,0,0
ENSG00000258408.1,3,0,0,6,0,1,3,0
ENSG00000258411.2,2,0,0,0,0,0,0,0
ENSG00000258412.1,45,1,0,0,1,0,0,0
ENSG00000258413.2,24,2,2,2,8,5,0,0
ENSG00000258414.1,10,1,0,9,2,7,7,1
ENSG00000258416.1,1,0,1,1,1,0,0,0
ENSG00000258419.1,5,0,0,0,0,0,0,0
ENSG00000258421.2,1,0,0,0,0,0,0,0
ENSG00000258422.5,1,2,2,0,0,1,0,0
ENSG00000258424.1,50,8,10,61,34,42,48,9
ENSG00000258425.1,3,0,1,0,0,0,0,1
ENSG00000258427.3,20,14,4,2,8,2,5,3
ENSG00000258428.5,27,0,2,0,2,3,3,1
ENSG00000258429.2,24,6,16,19,14,10,75,20
ENSG00000258435.1,0,0,1,0,0,0,0,0
ENSG00000258437.1,2,0,0,0,0,0,0,0
ENSG00000258439.1,16,1,1,1,3,4,1,6
ENSG00000258441.1,287,223,164,693,579,420,543,147
ENSG00000258443.1,11,1,1,8,2,10,0,0
ENSG00000258445.3,34,0,0,0,1,1,1,0
ENSG00000258446.1,1,0,5,4,0,7,1,1
ENSG00000258448.1,11,0,0,3,1,0,0,0
ENSG00000258449.1,4,1,0,2,1,1,0,0
ENSG00000258450.1,19,2,4,9,7,8,23,1
ENSG00000258451.1,22,3,1,2,0,1,7,0
ENSG00000258452.1,2,2,0,0,0,0,0,0
ENSG00000258453.3,0,0,1,0,0,0,0,0
ENSG00000258454.1,4,0,0,4,4,2,3,4
ENSG00000258455.1,64,0,0,1,1,2,3,1
ENSG00000258457.5,41,12,41,39,39,47,22,5
ENSG00000258458.8,17,2,10,11,16,14,3,1
ENSG00000258460.2,3,0,0,0,2,0,0,0
ENSG00000258461.5,9,2,4,1,2,10,17,1
ENSG00000258462.2,1,0,0,0,0,0,0,0
ENSG00000258464.2,0,0,0,0,1,0,0,0
ENSG00000258465.8,2,2,1,2,0,3,1,0
ENSG00000258466.5,3,0,0,0,0,0,1,0
ENSG00000258467.1,73,0,0,0,3,2,1,0
ENSG00000258468.1,1,0,0,0,0,0,1,0
ENSG00000258469.1,219,12,91,102,85,139,98,15
ENSG00000258471.2,2,2,0,5,1,8,2,0
ENSG00000258472.9,0,0,0,7,1,1,2,0
ENSG00000258473.2,7,0,0,4,0,3,0,0
ENSG00000258474.1,7,18,0,10,1,7,1,0
ENSG00000258476.6,61,2,21,1,13,11,3,5
ENSG00000258477.1,24,5,4,3,7,0,0,1
ENSG00000258478.1,3,0,0,1,1,3,0,0
ENSG00000258479.6,3,1,2,4,3,5,2,0
ENSG00000258481.1,0,1,0,0,1,1,0,0
ENSG00000258482.1,0,0,1,0,0,0,0,1
ENSG00000258483.4,0,0,0,0,0,2,0,0
ENSG00000258484.4,13,7,28,19,44,134,4,4
ENSG00000258485.2,47,1,1,3,2,0,1,0
ENSG00000258487.2,14,0,0,0,0,2,0,0
ENSG00000258488.2,0,0,0,0,0,0,3,0
ENSG00000258489.4,1,0,0,1,0,0,0,1
ENSG00000258490.1,16,0,0,0,3,0,0,0
ENSG00000258491.2,1,0,0,0,0,2,1,0
ENSG00000258498.8,39,26,416,127,329,67,251,31
ENSG00000258499.1,0,0,0,1,0,1,0,0
ENSG00000258500.2,3,0,2,2,2,2,1,1
ENSG00000258501.1,1,1,0,0,0,0,0,0
ENSG00000258502.6,7,0,1,0,1,0,0,1
ENSG00000258503.1,0,1,0,0,0,0,0,0
ENSG00000258505.1,1,0,0,0,0,0,0,0
ENSG00000258510.2,13,0,0,0,2,0,0,0
ENSG00000258511.1,0,0,0,2,0,0,0,0
ENSG00000258512.1,16,28,80,49,54,63,60,6
ENSG00000258513.1,4,1,0,0,0,0,0,0
ENSG00000258515.1,42,7,5,38,24,24,43,2
ENSG00000258517.1,4,0,0,0,0,0,0,0
ENSG00000258520.1,6,1,1,2,8,4,4,3
ENSG00000258521.1,11,22,6,40,37,44,4,5
ENSG00000258524.1,6,2,4,2,2,11,4,0
ENSG00000258525.2,20,1,1,33,2,0,1,0
ENSG00000258526.7,101,8,10,16,35,17,12,6
ENSG00000258527.1,17,1,2,0,13,6,20,2
ENSG00000258531.2,7,0,0,0,0,0,0,0
ENSG00000258534.1,0,0,0,2,1,2,5,0
ENSG00000258535.1,4,2,1,1,0,2,0,0
ENSG00000258536.1,0,0,1,1,0,0,0,0
ENSG00000258537.5,1,0,0,0,0,0,0,0
ENSG00000258538.5,1,1,1,2,1,1,0,0
ENSG00000258539.1,49,3,7,17,3,13,13,4
ENSG00000258540.1,1,0,0,0,0,0,0,0
ENSG00000258545.6,226,43,19,219,392,219,262,7
ENSG00000258546.1,14,4,0,4,3,5,2,1
ENSG00000258548.6,6,0,0,10,2,1,0,0
ENSG00000258551.6,6,1,0,2,8,10,17,0
ENSG00000258553.5,12,0,0,0,4,0,0,0
ENSG00000258555.6,9,0,0,1,2,1,0,1
ENSG00000258558.1,6,0,1,6,3,6,3,0
ENSG00000258559.2,20,6,13,36,42,35,35,13
ENSG00000258560.1,9,0,0,0,0,1,1,0
ENSG00000258561.2,55,11,29,6,34,25,5,5
ENSG00000258562.2,5,0,1,0,0,2,4,0
ENSG00000258563.2,4,0,0,0,0,0,0,0
ENSG00000258565.1,11,0,0,0,0,1,0,0
ENSG00000258566.2,1,0,0,1,0,0,0,0
ENSG00000258568.1,20,3,6,4,17,8,6,6
ENSG00000258569.1,6,1,6,1,3,0,3,1
ENSG00000258570.1,0,0,0,0,1,0,0,1
ENSG00000258571.1,10,2,1,2,2,3,0,0
ENSG00000258572.1,7,3,25,29,29,19,0,3
ENSG00000258578.2,10,0,0,0,1,0,0,0
ENSG00000258580.1,10,0,0,27,1,6,3,0
ENSG00000258581.2,9,3,0,13,18,4,3,1
ENSG00000258583.7,2,3,0,4,6,38,2,10
ENSG00000258584.2,6,5,14,10,9,24,1,4
ENSG00000258586.1,1,1,1,0,16,4,0,0
ENSG00000258590.5,3,1,2,1,5,8,3,4
ENSG00000258591.2,2,8,4,10,11,6,7,1
ENSG00000258592.1,2,1,1,25,2,55,17,0
ENSG00000258593.2,3,11,3,17,14,14,22,0
ENSG00000258595.2,0,0,0,0,0,0,2,0
ENSG00000258597.3,0,0,0,1,0,0,0,0
ENSG00000258599.2,0,1,0,0,3,2,1,0
ENSG00000258601.1,2,0,0,3,0,0,0,1
ENSG00000258602.1,1,1,0,165,25,17,1,0
ENSG00000258603.4,9,2,4,7,3,5,2,3
ENSG00000258604.1,4,1,0,2,0,0,1,0
ENSG00000258605.1,2,1,0,0,0,0,0,0
ENSG00000258608.1,4,4,1,0,7,1,2,0
ENSG00000258609.3,3,0,0,0,0,0,0,0
ENSG00000258611.2,3,0,0,0,1,1,0,1
ENSG00000258613.1,0,3,2,14,5,7,10,2
ENSG00000258615.1,1,1,1,0,2,0,2,0
ENSG00000258616.5,1,0,0,0,0,1,0,0
ENSG00000258618.2,0,0,0,0,0,0,0,1
ENSG00000258619.2,10,1,0,0,0,0,0,0
ENSG00000258620.2,59,1,0,3,2,7,1,1
ENSG00000258622.2,1,0,0,0,0,0,0,0
ENSG00000258623.1,1,3,1,20,16,7,1,1
ENSG00000258625.2,1,0,0,0,0,0,0,0
ENSG00000258626.2,11,0,1,2,0,2,8,3
ENSG00000258628.1,2,3,2,1,0,0,2,0
ENSG00000258630.3,5,1,0,5,1,6,0,0
ENSG00000258631.3,2,0,0,0,0,1,0,0
ENSG00000258632.2,1,0,0,0,1,2,0,0
ENSG00000258633.1,0,0,1,1,1,31,0,0
ENSG00000258634.3,166,113,254,347,143,167,461,106
ENSG00000258636.2,27,3,13,7,11,10,3,11
ENSG00000258637.1,16,0,0,0,0,0,1,0
ENSG00000258640.3,18,2,1,0,5,2,1,1
ENSG00000258642.1,0,1,2,1,1,0,0,0
ENSG00000258643.6,7,5,7,13,6,9,13,1
ENSG00000258644.6,0,0,3,5,0,1,1,0
ENSG00000258645.2,3,1,4,4,18,3,3,2
ENSG00000258646.1,5,4,8,13,6,11,11,1
ENSG00000258647.6,25,13,7,48,10,23,97,1
ENSG00000258648.1,55,1,0,2,0,4,0,0
ENSG00000258650.1,2,0,0,1,0,0,0,0
ENSG00000258651.1,1,0,2,0,0,1,1,0
ENSG00000258653.3,2,0,0,0,0,0,0,0
ENSG00000258654.1,0,2,2,1,2,4,0,1
ENSG00000258655.2,32,32,69,181,269,509,181,59
ENSG00000258657.5,17,0,2,1,0,0,0,1
ENSG00000258658.1,8,2,6,4,3,1,10,1
ENSG00000258659.7,28,4,2,27,1,31,17,3
ENSG00000258661.1,41,0,2,72,43,83,29,130
ENSG00000258662.1,3,0,0,0,0,0,0,0
ENSG00000258667.2,210,15,5,36,173,70,16,15
ENSG00000258670.1,2,0,2,7,8,1,1,1
ENSG00000258672.1,0,0,0,1,1,0,0,0
ENSG00000258673.1,0,2,0,2,0,1,4,1
ENSG00000258674.5,1,2,7,22,4,5,28,1
ENSG00000258675.2,1,1,1,2,1,0,1,4
ENSG00000258676.5,58,20,1,17,11,29,37,1
ENSG00000258679.1,2,0,2,0,1,1,0,6
ENSG00000258682.1,90,30,47,71,65,73,91,24
ENSG00000258684.2,0,0,0,1,2,0,4,0
ENSG00000258689.1,0,126,1,24,9,13,2,2
ENSG00000258690.1,4,0,0,2,0,0,0,0
ENSG00000258692.2,7,0,0,17,10,0,0,1
ENSG00000258693.1,11,0,0,2,2,0,2,0
ENSG00000258695.2,1,0,1,3,5,2,0,0
ENSG00000258696.1,3,0,1,0,3,0,0,1
ENSG00000258698.1,1,0,0,0,0,1,1,0
ENSG00000258699.1,38,1,0,5,5,7,2,0
ENSG00000258700.6,2,0,0,1,0,3,0,6
ENSG00000258701.1,98,46,182,38,148,127,36,21
ENSG00000258702.3,27,1,0,25,8,10,2,3
ENSG00000258704.6,85,11,40,27,43,23,34,65
ENSG00000258708.1,126,18,115,75,172,93,111,35
ENSG00000258711.2,1,0,2,1,4,3,2,0
ENSG00000258713.3,0,0,0,2,0,1,0,0
ENSG00000258716.1,14,0,0,0,0,0,0,0
ENSG00000258717.1,0,0,0,0,15,0,0,0
ENSG00000258719.1,3,0,0,0,0,0,0,0
ENSG00000258722.2,2,0,0,0,1,0,0,0
ENSG00000258723.1,24,0,0,0,0,0,0,0
ENSG00000258725.2,14,12,3,7,9,13,9,1
ENSG00000258727.1,12,6,13,30,24,17,31,3
ENSG00000258729.2,1,0,0,0,0,0,0,0
ENSG00000258730.1,83,0,1,1,8,1,2,0
ENSG00000258731.1,14,0,0,2,0,2,1,1
ENSG00000258732.1,6,5,2,5,2,5,3,1
ENSG00000258733.6,52,13,15,41,79,46,6,7
ENSG00000258734.2,4,5,7,5,3,7,9,2
ENSG00000258735.1,6,1,4,8,4,0,6,4
ENSG00000258736.1,0,3,1,2,0,4,2,0
ENSG00000258737.2,0,0,0,1,0,0,0,0
ENSG00000258738.1,145,71,68,83,234,82,77,217
ENSG00000258739.1,0,0,1,0,0,0,0,0
ENSG00000258740.1,4,0,0,0,0,0,0,0
ENSG00000258741.4,58,11,10,27,25,22,23,12
ENSG00000258742.6,3,0,0,0,1,0,0,0
ENSG00000258743.6,6,0,0,6,1,0,0,0
ENSG00000258744.2,322,99,196,169,185,161,89,33
ENSG00000258745.1,2,0,1,5,4,1,2,0
ENSG00000258746.2,2,0,0,0,0,0,0,0
ENSG00000258747.2,13,0,0,0,0,1,0,0
ENSG00000258748.1,0,0,1,0,0,0,0,1
ENSG00000258750.2,0,0,0,2,0,0,0,0
ENSG00000258751.2,0,0,2,5,0,2,0,0
ENSG00000258752.2,515,12,27,246,187,496,31,2
ENSG00000258753.1,4,0,0,0,0,0,0,0
ENSG00000258754.8,5,1,1,135,113,13,240,33
ENSG00000258758.1,0,0,0,1,0,2,1,0
ENSG00000258759.1,1,0,0,0,0,1,0,0
ENSG00000258760.1,29,12,3,8,6,14,5,1
ENSG00000258762.1,0,0,0,0,0,1,0,0
ENSG00000258763.5,1,0,1,1,0,1,1,0
ENSG00000258764.1,0,0,0,0,3,0,0,0
ENSG00000258766.1,17,0,0,0,1,0,0,0
ENSG00000258768.2,75,40,46,43,48,49,36,23
ENSG00000258769.1,31,5,35,7,22,28,1,4
ENSG00000258770.1,0,0,0,0,1,5,0,0
ENSG00000258773.2,1,0,0,1,1,0,0,2
ENSG00000258774.1,4,1,7,15,3,2,6,1
ENSG00000258776.1,0,0,0,0,0,1,0,0
ENSG00000258777.1,2,1,2,1,20,4,3,4
ENSG00000258778.2,1,0,0,0,0,0,0,1
ENSG00000258779.8,6,0,1,0,0,2,0,0
ENSG00000258780.1,0,2,0,1,1,0,0,1
ENSG00000258781.3,0,0,0,0,3,1,0,0
ENSG00000258783.1,0,0,0,2,1,0,1,3
ENSG00000258785.6,1,0,0,0,0,1,0,0
ENSG00000258788.3,16,2,0,1,20,4,4,1
ENSG00000258789.1,24,4,14,10,18,14,23,0
ENSG00000258790.1,1,0,0,5,6,4,3,2
ENSG00000258791.9,1,159,1,3,5,9,13,2
ENSG00000258792.4,1,4,1,0,2,2,2,0
ENSG00000258793.1,11,0,0,2,5,2,0,1
ENSG00000258794.3,6,2,1,3,28,135,1,1
ENSG00000258796.1,9,0,0,0,1,0,0,0
ENSG00000258798.1,6,1,4,3,1,2,4,1
ENSG00000258803.1,0,0,0,0,0,2,1,0
ENSG00000258805.2,0,0,0,0,1,0,0,0
ENSG00000258806.2,5,1,6,6,5,7,3,1
ENSG00000258807.5,0,0,0,0,0,1,1,0
ENSG00000258808.1,0,1,1,0,0,0,0,0
ENSG00000258810.1,33,5,11,8,19,14,7,15
ENSG00000258811.1,12,2,7,34,12,14,17,0
ENSG00000258812.1,0,0,0,1,2,0,0,0
ENSG00000258813.2,9,2,6,9,19,10,16,1
ENSG00000258815.1,1,0,0,6,0,2,0,0
ENSG00000258818.4,16,57,24,11,25,21,20,6
ENSG00000258819.2,33,16,16,27,17,21,11,6
ENSG00000258820.5,3,1,0,0,0,1,0,0
ENSG00000258823.1,1,1,1,1,2,0,0,0
ENSG00000258824.2,19,9,6,5,28,8,6,6
ENSG00000258826.6,7,1,2,0,3,3,1,1
ENSG00000258827.2,5,0,0,0,0,0,1,1
ENSG00000258828.2,0,1,0,0,0,0,0,0
ENSG00000258829.1,14,0,0,0,0,0,0,0
ENSG00000258830.1,1,0,0,0,0,0,0,0
ENSG00000258831.1,9,0,2,1,0,0,0,0
ENSG00000258837.1,263,4,0,0,2,1,0,1
ENSG00000258839.4,81,60,124,194,107,275,240,33
ENSG00000258841.1,1,0,1,0,4,0,0,0
ENSG00000258843.1,2,0,0,0,0,0,0,0
ENSG00000258844.2,176,26,154,13,158,23,297,13
ENSG00000258845.1,0,0,0,0,2,0,1,0
ENSG00000258846.1,6,2,1,2,4,3,3,0
ENSG00000258847.1,1,0,2,0,3,0,1,0
ENSG00000258851.1,3,0,0,2,2,4,4,0
ENSG00000258856.2,1,0,0,0,0,0,1,0
ENSG00000258857.1,3,1,0,7,5,9,1,2
ENSG00000258858.1,12,4,0,0,0,0,0,0
ENSG00000258859.1,0,0,0,0,0,24,0,0
ENSG00000258860.1,0,0,0,0,5,3,0,1
ENSG00000258861.1,3,0,0,0,0,0,0,0
ENSG00000258863.1,0,0,0,0,3,1,0,0
ENSG00000258867.6,24,8,3,22,20,13,3,8
ENSG00000258868.1,1,0,7,0,0,0,0,0
ENSG00000258869.1,10,1,0,1,0,0,0,0
ENSG00000258870.1,16,0,0,1,7,3,1,0
ENSG00000258871.1,0,2,0,2,0,0,0,1
ENSG00000258872.2,5,0,1,0,1,0,0,0
ENSG00000258873.3,1,0,0,0,0,0,0,0
ENSG00000258875.6,136,19,87,101,295,92,69,21
ENSG00000258876.1,0,0,1,0,1,0,0,0
ENSG00000258878.1,3,4,2,6,1,3,4,1
ENSG00000258881.6,5,0,2,4,1,4,7,3
ENSG00000258883.1,1,0,0,0,0,0,0,0
ENSG00000258884.2,32,0,8,19,11,6,3,8
ENSG00000258886.2,8,0,0,0,0,0,2,0
ENSG00000258887.3,2,0,0,0,0,0,0,0
ENSG00000258890.7,1264,521,806,1673,1105,1473,1783,390
ENSG00000258891.1,85,1,0,5,11,1,5,1
ENSG00000258893.1,0,0,0,0,1,0,0,0
ENSG00000258895.1,0,0,2,0,0,0,0,0
ENSG00000258896.1,8,1,1,2,6,3,6,0
ENSG00000258897.1,1,0,0,3,9,0,0,0
ENSG00000258902.1,0,0,1,1,1,0,0,1
ENSG00000258903.2,9,0,0,3,3,3,0,0
ENSG00000258904.1,39,7,4,4,11,4,8,2
ENSG00000258905.1,0,0,0,0,0,1,0,0
ENSG00000258907.2,0,0,0,1,1,0,0,1
ENSG00000258909.1,0,0,0,1,0,1,0,0
ENSG00000258910.3,0,0,0,0,1,0,0,2
ENSG00000258912.2,24,2,1,0,2,3,0,1
ENSG00000258913.2,4,4,0,1,7,4,1,1
ENSG00000258915.1,1,0,0,0,0,0,0,0
ENSG00000258917.1,23,0,1,0,4,2,2,0
ENSG00000258919.1,5,33,28,17,39,12,19,0
ENSG00000258920.1,56,15,94,106,254,62,28,32
ENSG00000258921.1,1,0,0,0,0,0,0,0
ENSG00000258922.1,13,1,2,3,1,0,3,1
ENSG00000258925.2,1,3,0,0,0,0,1,0
ENSG00000258926.2,111,16,19,32,29,19,11,7
ENSG00000258927.2,1,0,0,2,1,2,0,0
ENSG00000258928.1,7,0,0,0,0,0,0,0
ENSG00000258930.1,11,0,2,0,1,0,0,0
ENSG00000258932.5,1,0,0,30,1,1,0,0
ENSG00000258934.1,0,0,0,1,0,0,0,0
ENSG00000258935.1,4,0,0,0,0,0,0,0
ENSG00000258938.1,8,7,7,12,24,9,10,17
ENSG00000258940.2,35,11,9,10,18,11,8,2
ENSG00000258942.1,0,0,0,0,2,1,0,0
ENSG00000258943.1,0,0,2,3,13,3,2,0
ENSG00000258944.1,7,3,2,6,5,19,6,0
ENSG00000258945.1,0,0,0,0,0,0,1,0
ENSG00000258947.7,23,4,64,269,33,244,95,15
ENSG00000258948.2,1,2,0,0,1,1,0,0
ENSG00000258949.1,13,1,2,4,7,196,5,1
ENSG00000258951.1,30,3,2,2,14,2,4,2
ENSG00000258952.2,59,3,7,27,32,11,44,7
ENSG00000258955.2,12,2,16,16,44,37,2,11
ENSG00000258956.2,0,0,1,1,0,0,0,0
ENSG00000258957.2,11,3,5,5,5,3,2,5
ENSG00000258958.1,1,0,0,0,0,0,0,0
ENSG00000258960.1,1,1,0,0,3,0,2,0
ENSG00000258962.2,13,1,1,8,0,0,2,0
ENSG00000258963.1,35,0,1,0,0,1,1,2
ENSG00000258964.1,1,0,0,0,0,0,0,0
ENSG00000258965.2,0,0,0,0,1,0,0,0
ENSG00000258966.1,8,0,0,0,1,0,0,0
ENSG00000258968.2,45,0,0,0,4,2,5,0
ENSG00000258969.2,0,0,0,7,0,1,0,0
ENSG00000258972.1,1,0,0,0,0,0,0,0
ENSG00000258976.1,3,0,0,0,5,3,1,0
ENSG00000258978.1,2,0,0,0,0,0,0,0
ENSG00000258979.3,3,0,0,3,3,1,0,0
ENSG00000258980.1,7,0,0,0,0,0,1,0
ENSG00000258981.1,0,1,0,0,0,0,0,0
ENSG00000258982.1,6,2,3,10,0,5,2,1
ENSG00000258983.2,41,2,0,8,7,4,1,1
ENSG00000258984.5,2,1,2,2,2,1,1,0
ENSG00000258986.7,34,2,1,1,39,2,10,0
ENSG00000258987.2,1,1,3,9,7,10,0,0
ENSG00000258988.1,0,0,1,1,0,11,0,0
ENSG00000258990.2,0,1,1,0,1,0,0,0
ENSG00000258992.7,0,0,0,17,0,0,0,0
ENSG00000258993.1,5,0,0,0,0,1,0,1
ENSG00000258998.2,123,2,0,0,0,124,1,0
ENSG00000259000.1,5,0,0,0,0,3,0,0
ENSG00000259002.2,0,0,0,0,2,1,0,0
ENSG00000259003.1,1,0,0,0,2,1,1,0
ENSG00000259004.2,1,4,6,5,6,13,1,1
ENSG00000259005.1,207,4,35,6,72,15,15,6
ENSG00000259006.1,1,0,1,0,0,2,1,0
ENSG00000259010.1,0,2,0,1,1,0,1,0
ENSG00000259013.2,7,0,0,0,0,0,0,0
ENSG00000259015.1,19,4,9,24,5,31,9,5
ENSG00000259017.1,0,0,0,2,0,1,0,18
ENSG00000259020.3,18,11,20,11,10,11,13,6
ENSG00000259022.2,12,0,0,0,1,2,0,2
ENSG00000259023.3,1,3,120,1,54,2,38,2
ENSG00000259028.1,0,0,0,0,1,0,0,0
ENSG00000259030.7,53,3,40,32,52,18,72,2
ENSG00000259031.1,3,2,3,9,2,6,8,1
ENSG00000259032.2,12,4,3,2,10,1,1,0
ENSG00000259033.2,19,7,2,11,10,40,5,1
ENSG00000259036.1,20,0,0,0,4,2,0,0
ENSG00000259038.1,39,4,23,44,18,19,9,4
ENSG00000259039.3,8,0,1,2,5,2,1,1
ENSG00000259042.3,0,0,0,3,3,1,0,2
ENSG00000259045.1,6,4,7,19,10,6,5,1
ENSG00000259046.1,0,0,0,0,0,1,0,0
ENSG00000259047.1,0,0,0,1,0,0,0,0
ENSG00000259048.1,7,1,0,0,0,0,0,0
ENSG00000259051.1,3,6,2,1,1,0,1,1
ENSG00000259054.1,0,1,2,0,3,3,0,0
ENSG00000259055.1,2,0,0,1,0,2,2,0
ENSG00000259056.1,4,0,1,2,0,0,3,2
ENSG00000259057.1,0,0,0,0,1,0,0,0
ENSG00000259059.1,1,0,0,0,0,1,0,0
ENSG00000259062.2,1,1,0,9,4,19,0,6
ENSG00000259064.2,4,0,0,0,0,2,6,1
ENSG00000259065.2,118,36,109,131,140,125,122,19
ENSG00000259066.5,2,5,1,1,4,5,6,2
ENSG00000259067.1,0,0,0,1,0,1,0,0
ENSG00000259070.7,70,15,11,10,19,10,2,12
ENSG00000259072.2,2,5,10,3,17,6,8,6
ENSG00000259073.1,34,0,0,0,0,0,2,0
ENSG00000259075.6,13,1,4,1,10,3,2,1
ENSG00000259076.1,0,0,0,1,1,0,0,0
ENSG00000259078.2,10,32,46,33,31,33,119,3
ENSG00000259079.1,46,1,0,0,1,0,0,0
ENSG00000259081.1,13,7,14,19,17,25,3,8
ENSG00000259083.1,15,1,3,2,10,5,4,3
ENSG00000259086.3,2,2,1,0,0,0,1,0
ENSG00000259087.5,89,11,4,31,61,56,6,3
ENSG00000259088.1,26,8,2,10,20,25,5,3
ENSG00000259090.1,27,0,0,0,1,1,2,1
ENSG00000259091.1,10,0,0,4,1,1,2,2
ENSG00000259092.1,3,0,4,5,10,4,0,2
ENSG00000259093.2,0,0,1,0,0,1,1,0
ENSG00000259094.1,2,99,3,15,3,174,5,0
ENSG00000259096.1,35,0,1,0,3,0,1,0
ENSG00000259098.1,1,0,0,0,0,1,0,1
ENSG00000259099.2,2,0,0,0,0,0,0,0
ENSG00000259100.1,9,2,4,1,2,4,2,0
ENSG00000259102.2,2,0,0,0,0,0,0,0
ENSG00000259103.2,47,0,0,0,1,0,1,0
ENSG00000259104.2,92,5,195,17,192,7,117,10
ENSG00000259105.1,3,0,0,0,3,0,0,0
ENSG00000259106.1,13,0,1,0,0,0,0,0
ENSG00000259108.3,0,0,0,0,0,0,0,1
ENSG00000259109.1,11,0,0,0,0,0,0,0
ENSG00000259113.1,41,0,0,1,1,2,0,0
ENSG00000259116.2,51,12,2,11,24,6,44,2
ENSG00000259118.5,57,7,3,8,12,6,4,6
ENSG00000259119.1,1,0,0,1,2,0,0,0
ENSG00000259120.3,154,240,138,135,130,126,228,11
ENSG00000259121.2,26,0,0,0,5,1,1,0
ENSG00000259124.1,3,1,4,1,6,0,1,9
ENSG00000259125.1,3,3,0,1,3,4,0,0
ENSG00000259126.1,10,0,0,3,0,10,1,0
ENSG00000259129.6,0,4,2,354,6,76,2,0
ENSG00000259130.2,0,0,1,4,3,3,0,0
ENSG00000259134.7,17,5,9,11,27,16,1,9
ENSG00000259137.1,3,0,0,0,3,0,3,2
ENSG00000259138.1,4,1,1,2,5,5,3,1
ENSG00000259144.2,54,37,0,42,1,0,2,7
ENSG00000259146.4,74,19,57,50,58,65,24,15
ENSG00000259148.1,3,0,0,0,0,0,0,0
ENSG00000259149.1,1,0,0,0,0,0,0,0
ENSG00000259150.6,0,1,0,0,0,1,0,0
ENSG00000259151.2,71,0,3,19,5,2,4,2
ENSG00000259153.2,99,43,67,934,175,2560,315,100
ENSG00000259155.2,6,1,0,5,0,1,0,0
ENSG00000259158.4,33,10,6,19,16,14,30,3
ENSG00000259160.1,0,0,0,0,0,0,0,1
ENSG00000259161.2,34,0,0,0,0,1,0,0
ENSG00000259162.1,0,66,2,3,3,13,0,1
ENSG00000259163.2,30,0,4,3,1,4,0,1
ENSG00000259165.1,58,3,0,2,9,9,2,6
ENSG00000259166.1,0,0,1,0,2,0,0,0
ENSG00000259167.2,1,0,0,0,0,0,0,0
ENSG00000259169.1,0,2,0,1,0,2,0,0
ENSG00000259172.1,5,2,3,6,4,7,9,0
ENSG00000259175.1,7,0,0,0,0,1,1,3
ENSG00000259177.1,13,1,0,4,3,1,1,0
ENSG00000259179.1,0,1,0,0,1,0,0,0
ENSG00000259181.1,1,0,0,0,0,0,1,0
ENSG00000259182.5,10,4,7,6,12,12,7,12
ENSG00000259183.1,1,0,0,0,0,0,0,0
ENSG00000259186.1,0,1,0,1,0,1,0,1
ENSG00000259188.6,12,0,0,0,0,0,2,1
ENSG00000259191.2,0,0,0,0,0,0,0,1
ENSG00000259192.1,5,1,0,0,0,0,2,0
ENSG00000259194.1,6,0,9,0,2,0,0,0
ENSG00000259195.1,1,0,1,1,1,0,1,1
ENSG00000259196.1,4,0,0,1,1,1,0,0
ENSG00000259198.1,2,0,0,0,0,0,0,0
ENSG00000259199.2,0,0,0,0,0,0,0,1
ENSG00000259200.2,0,0,5,0,3,0,2,0
